sample_id,modality,rank,position,position_score,attention_score,modality_score,text_span,start_sec,end_sec,start_frame,end_frame,representative_frame,mapping_method,mapping_confidence
01,text,1,13,0.08964805362006445,0.1660107523202896,0.6935113289938184,ensuring,5.189781021897811,5.7153284671532845,155,171,163,token_offset_proportional_fallback,0.35
01,text,2,11,0.0700024159861045,0.11284804344177246,0.6935113289938184,essential,4.335766423357664,4.927007299270073,130,147,138,token_offset_proportional_fallback,0.35
01,text,3,18,0.06408562003675719,0.14211952686309814,0.6935113289938184,to,7.226277372262774,7.357664233576642,216,220,218,token_offset_proportional_fallback,0.35
01,text,4,14,0.05839449780281653,0.031068529933691025,0.6935113289938184,the,5.781021897810219,5.978102189781022,173,179,176,token_offset_proportional_fallback,0.35
01,text,5,17,0.05102216580070799,0.03929891809821129,0.6935113289938184,performs,6.635036496350365,7.160583941605839,199,214,206,token_offset_proportional_fallback,0.35
01,audio,1,10,0.06145472994161201,0.07785245031118393,0.04436447307165443,is,4.138686131386861,4.2700729927007295,124,128,126,token_offset_proportional_fallback,0.35
01,audio,2,9,0.06141306533889747,0.08147547394037247,0.04436447307165443,belt,3.81021897810219,4.072992700729927,114,122,118,token_offset_proportional_fallback,0.35
01,audio,3,8,0.060202531513307816,0.06980899721384048,0.04436447307165443,timing,3.3503649635036497,3.7445255474452557,100,112,106,token_offset_proportional_fallback,0.35
01,audio,4,7,0.05608805921981559,0.0679030492901802,0.04436447307165443,the,3.0875912408759123,3.2846715328467155,92,98,95,token_offset_proportional_fallback,0.35
01,audio,5,5,0.05027852919451002,0.060501620173454285,0.04436447307165443,when,2.102189781021898,2.3649635036496353,63,70,66,token_offset_proportional_fallback,0.35
01,vision,1,21,0.07779282311028243,0.09623011201620102,0.2621241979345272,age,7.9489051094890515,8.145985401459853,238,244,241,token_offset_proportional_fallback,0.35
01,vision,2,20,0.06942204482661489,0.10379786789417267,0.2621241979345272,mile,7.686131386861314,7.9489051094890515,230,238,234,token_offset_proportional_fallback,0.35
01,vision,3,22,0.0611488279148227,0.08851148188114166,0.2621241979345272,requirements,8.211678832116789,9.0,246,269,258,token_offset_proportional_fallback,0.35
01,vision,4,18,0.05261624387294819,0.08573160320520401,0.2621241979345272,to,7.226277372262774,7.357664233576642,216,220,218,token_offset_proportional_fallback,0.35
01,vision,5,5,0.05172558046393725,0.039356593042612076,0.2621241979345272,when,2.102189781021898,2.3649635036496353,63,70,66,token_offset_proportional_fallback,0.35
02,text,1,18,0.16743940475877825,0.28460630774497986,0.6130285240381914,misery,3.2450704225352114,3.5492957746478875,97,106,102,token_offset_proportional_fallback,0.35
02,text,2,17,0.07414580292838852,0.06023038551211357,0.6130285240381914,s,3.143661971830986,3.1943661971830988,94,95,94,token_offset_proportional_fallback,0.35
02,text,3,12,0.06239825791012601,0.10638241469860077,0.6130285240381914,not,2.230985915492958,2.383098591549296,66,71,68,token_offset_proportional_fallback,0.35
02,text,4,11,0.05985495675048437,0.10030050575733185,0.6130285240381914,-,2.1295774647887327,2.1802816901408453,63,65,64,token_offset_proportional_fallback,0.35
02,text,5,16,0.05374240462058078,0.038581352680921555,0.6130285240381914,’,3.092957746478873,3.143661971830986,92,94,93,token_offset_proportional_fallback,0.35
02,audio,1,1,0.07322843419715215,0.0669083297252655,0.050724610052660477,We,0.0,0.10140845070422536,0,3,2,token_offset_proportional_fallback,0.35
02,audio,2,2,0.0578438164770246,0.05824850872159004,0.050724610052660477,want,0.15211267605633805,0.3549295774647887,4,10,7,token_offset_proportional_fallback,0.35
02,audio,3,5,0.056474964221341926,0.04851885885000229,0.050724610052660477,by,0.8112676056338028,0.9126760563380282,24,27,26,token_offset_proportional_fallback,0.35
02,audio,4,6,0.05642740795080306,0.056717030704021454,0.050724610052660477,each,0.9633802816901409,1.1661971830985915,28,34,31,token_offset_proportional_fallback,0.35
02,audio,5,7,0.0561137534342327,0.04991215094923973,0.050724610052660477,other,1.2169014084507044,1.4704225352112676,36,44,40,token_offset_proportional_fallback,0.35
02,vision,1,15,0.08372807040651022,0.04803433641791344,0.3362468659091481,other,2.8394366197183096,3.092957746478873,85,92,88,token_offset_proportional_fallback,0.35
02,vision,2,13,0.06762764085251187,0.0523306205868721,0.3362468659091481,by,2.4338028169014088,2.535211267605634,73,76,74,token_offset_proportional_fallback,0.35
02,vision,3,14,0.06306115288389498,0.04973693564534187,0.3362468659091481,each,2.5859154929577466,2.788732394366197,77,83,80,token_offset_proportional_fallback,0.35
02,vision,4,10,0.054650104981981903,0.055086422711610794,0.3362468659091481,happiness,1.6225352112676057,2.0788732394366196,48,62,55,token_offset_proportional_fallback,0.35
02,vision,5,8,0.05344009425673934,0.05581705644726753,0.3362468659091481,’,1.4704225352112676,1.5211267605633803,44,45,44,token_offset_proportional_fallback,0.35
03,text,1,3,0.0770747757642014,0.17659473419189453,0.8322871014067699,s,0.6713286713286714,0.7832167832167832,20,23,22,token_offset_proportional_fallback,0.35
03,text,2,22,0.0443536436765109,0.0693376436829567,0.8322871014067699,rental,8.839160839160838,9.51048951048951,265,285,275,token_offset_proportional_fallback,0.35
03,text,3,29,0.04117831943614976,0.06095091253519058,0.8322871014067699,rental,13.090909090909092,13.762237762237762,392,412,402,token_offset_proportional_fallback,0.35
03,text,4,11,0.03997523094084225,0.042008884251117706,0.8322871014067699,I,4.363636363636363,4.475524475524476,130,134,132,token_offset_proportional_fallback,0.35
03,text,5,4,0.038180528305158785,0.07501043379306793,0.8322871014067699,one,0.8951048951048951,1.2307692307692308,26,36,31,token_offset_proportional_fallback,0.35
03,audio,1,28,0.04068040024642415,0.06209161505103111,0.03336887426154216,take,12.531468531468532,12.979020979020978,375,389,382,token_offset_proportional_fallback,0.35
03,audio,2,32,0.04054475534607484,0.027378583326935768,0.03336887426154216,account,15.104895104895105,15.888111888111888,453,476,464,token_offset_proportional_fallback,0.35
03,audio,3,9,0.03905679461140409,0.01904524490237236,0.03336887426154216,moment,2.909090909090909,3.5804195804195804,87,107,97,token_offset_proportional_fallback,0.35
03,audio,4,13,0.0372530787915678,0.05685000866651535,0.03336887426154216,is,5.258741258741258,5.4825174825174825,157,164,160,token_offset_proportional_fallback,0.35
